1980/08 02S 150E     439    2693.70
1980/08 02S 151E      51     362.11
1980/08 03S 149E      10      47.52
1980/08 03S 150E     132     722.66
1980/08 03S 151E      14      93.73
1980/08 04S 149E       1       4.31
1980/08 04S 150E      27      75.03
1980/08 04S 151E     193     572.25
1980/08 04S 152E       1       1.23
1980/08 05S 149E       1        .27
1980/08 05S 150E      32     146.48
1980/08 05S 151E     181     684.09
1980/08 05S 152E       1        .46
1980/09 02S 149E      14      71.63
1980/09 02S 150E     244    1205.68
1980/09 02S 151E      28     145.81
1980/09 03S 149E      23     108.21
1980/09 03S 150E     272    1166.66
1980/09 03S 151E      24     126.84
1980/09 04S 150E      24     107.74
1980/09 04S 151E      87     249.60
1980/09 05S 148E       4      10.08
1980/09 05S 149E      14      55.06
1980/09 05S 150E      38     113.51
1980/09 05S 151E     171     492.60
1980/09 06S 148E       2       4.92
1980/09 06S 149E      27      94.41
1980/09 06S 150E      16      29.51
1980/10 02S 149E      46     247.48
1980/10 02S 150E     266    1181.87
1980/10 02S 151E       9      48.88
1980/10 03S 149E      28     120.83
1980/10 03S 150E     231     975.08
1980/10 03S 151E       9      45.39
1980/10 04S 149E       1       5.00
1980/10 04S 150E      62     253.61
1980/10 04S 151E       9      48.64
1980/10 05S 148E       6      20.33
1980/10 05S 149E      24     103.40
1980/10 05S 150E       7      49.16
1980/10 05S 151E      75     284.11
1980/10 06S 148E       6      22.78
1980/10 06S 149E      70     290.00
1980/10 06S 150E       1        .96
1980/11 02S 149E      12      39.32
1980/11 02S 150E      38     114.07
1980/11 02S 151E       4      25.83
1980/11 03S 148E       9      43.37
1980/11 03S 149E      25      77.64
1980/11 03S 150E     353    1261.69
1980/11 03S 151E      11      38.98
1980/11 04S 149E       4      15.72
1980/11 04S 150E      85     320.86
1980/11 04S 151E      85     268.43
1980/11 05S 148E       5      19.21
1980/11 05S 149E      29     131.70
1980/11 05S 150E       6      22.33
1980/11 05S 151E      78     258.97
1980/11 06S 149E      83     386.94
1980/11 06S 150E       1       4.10
1980/11 06S 151E       3      25.62
1980/11 07S 148E     111     440.87
1980/11 07S 149E      69     276.72
1980/12 03S 148E       5       7.48
1980/12 03S 149E     167     524.92
1980/12 03S 150E     210     683.16
1980/12 04S 149E       2       1.95
1980/12 04S 150E       6      15.89
1980/12 04S 151E       9       4.53
1980/12 05S 149E      41     151.33
1980/12 05S 150E       4       8.55
1980/12 05S 151E       4       2.68
1980/12 06S 149E     102     396.19
1980/12 06S 150E       1       3.77
1980/12 07S 148E     204     816.34
1980/12 07S 149E      43     114.10
1980/12 07S 150E       2       1.67
1981/01 02S 149E      19      49.63
1981/01 02S 150E      19      42.64
1981/01 03S 149E      23      45.25
1981/01 03S 150E      10      30.08
1981/01 04S 149E       5      13.40
1981/01 04S 150E       7      14.51
1981/01 04S 151E      11      21.57
1981/01 05S 151E       2        .75
1981/01 06S 150E       3       3.61
1981/01 07S 150E       7      37.27
1981/02 07S 149E      62     264.77
1981/02 07S 150E      14      38.24
1981/02 07S 151E      11      17.89
1981/03 02S 149E      23      98.93
1981/03 02S 150E      37     134.04
1981/03 02S 151E       4       7.61
1981/03 03S 149E      60     270.36
1981/03 03S 150E     138     557.98
1981/03 03S 151E      20      88.44
1981/03 04S 149E       2      11.51
1981/03 04S 150E      46     171.30
1981/03 04S 151E      40     187.75
1981/03 05S 149E       1        .10
1981/03 05S 150E       4      12.80
1981/03 05S 151E      71     272.02
1981/03 06S 149E       1       1.00
1981/04 02S 149E      72     454.66
1981/04 02S 150E     318    1828.84
1981/04 02S 151E      33     169.96
1981/04 03S 149E      24     129.64
1981/04 03S 150E     191     965.31
1981/04 03S 151E      28     145.34
1981/04 04S 149E       1       3.27
1981/04 04S 150E      18     106.27
1981/04 04S 151E     107     487.15
1981/04 05S 150E       8      36.46
1981/04 05S 151E     118     464.80
1981/05 02S 149E      30      86.26
1981/05 02S 150E      71     215.58
1981/05 02S 151E       3      16.08
1981/05 03S 149E     227     703.76
1981/05 03S 150E     159     442.45
1981/05 04S 149E       2       4.71
1981/05 04S 150E      64     236.40
1981/05 04S 151E     109     377.42
1981/05 05S 148E       4      23.04
1981/05 05S 149E      49     177.54
1981/05 05S 150E      64     207.39
1981/05 05S 151E     155     500.86
1981/05 06S 148E       3      13.94
1981/05 06S 149E      29     136.06
1981/05 06S 150E       8      47.64
1981/05 07S 148E       2       2.00
1981/05 07S 149E       3      18.74
1981/06 02S 149E      17      52.49
1981/06 02S 150E     154     481.18
1981/06 02S 151E      18      57.35
1981/06 03S 149E      72     250.57
1981/06 03S 150E     230     760.62
1981/06 03S 151E      21      67.63
1981/06 04S 150E      13      45.54
1981/06 04S 151E     100     404.70
1981/06 05S 150E     127     511.61
1981/06 05S 151E     194     710.57
1981/06 05S 152E       1       4.87
1981/06 06S 149E       2       6.28
1981/06 06S 150E      13      53.46
1981/06 07S 148E       8      35.76
1981/06 07S 149E      11      36.25
1981/06 07S 150E       3       9.24
1981/06 07S 151E       1       3.73
1981/07 02S 149E      81     297.65
1981/07 02S 150E     218     699.31
1981/07 02S 151E       4      21.93
1981/07 03S 149E      36     119.19
1981/07 03S 150E     175     501.64
1981/07 03S 151E      11      34.78
1981/07 04S 149E       2       2.00
1981/07 04S 150E      48     143.91
1981/07 04S 151E     214     800.83
1981/07 05S 148E       7      45.71
1981/07 05S 149E      22      75.49
1981/07 05S 150E     115     376.74
1981/07 05S 151E     112     329.46
1981/07 06S 148E       2      20.00
1981/07 06S 149E      28      77.13
1981/07 06S 150E       2        .40
1981/08 02S 149E      79     242.19
1981/08 02S 150E     127     368.76
1981/08 02S 151E      18      57.32
1981/08 03S 149E     100     271.16
1981/08 03S 150E     163     455.50
1981/08 03S 151E       8      34.34
1981/08 04S 150E      64     182.12
1981/08 04S 151E      70     214.13
1981/08 05S 148E      28      77.81
1981/08 05S 149E      37     111.76
1981/08 05S 150E     106     335.18
1981/08 05S 151E     119     304.14
1981/08 06S 148E       9      32.85
1981/08 06S 149E      27      55.74
1981/08 06S 150E       8      25.33
1981/08 06S 151E       1        .83
1981/08 07S 148E       9      20.15
1981/08 07S 149E       1       2.00
1981/08 08S 148E       7      17.03
1981/08 08S 149E       6      13.86
1981/08 08S 150E       2       7.21
1981/09 02S 149E      48     182.93
1981/09 02S 150E     140     410.19
1981/09 03S 149E      94     279.71
1981/09 03S 150E     236     643.73
1981/09 03S 151E       9      15.92
1981/09 04S 149E       3      10.03
1981/09 04S 150E      29      79.41
1981/09 04S 151E     112     272.62
1981/09 05S 149E       4       1.50
1981/09 05S 150E      23      55.51
1981/09 05S 151E     103     195.98
1981/09 06S 149E       3       5.00
1981/09 06S 150E       1       3.20
1981/09 07S 148E      75     253.79
1981/09 07S 149E      35      88.67
